eBird_count,eBird_code,State,County,PerCapitaIncome,Population
1229,US-VA-017,Virginia,Bath,28704,4686
5647,US-VA-019,Virginia,BedfordCity+County,28184.1322796336,75227
637,US-VA-021,Virginia,Bland,18501,6795
7924,US-VA-023,Virginia,Botetourt,32490,33076
886,US-VA-520,Virginia,Bristol,18820,17713
531,US-VA-025,Virginia,Brunswick,16060,17220
1176,US-VA-027,Virginia,Buchanan,17489,23920
2880,US-VA-029,Virginia,Buckingham,17167,17126
244,US-VA-530,Virginia,Buena Vista,18453,6699
1015,US-VA-031,Virginia,Campbell,23231,54967
1467,US-VA-033,Virginia,Caroline,25718,28757
1726,US-VA-035,Virginia,Carroll,19385,29979
2596,US-VA-036,Virginia,Charles City,26198,7205
1077,US-VA-037,Virginia,Charlotte,18762,12478
8598,US-VA-540,Virginia,Charlottesville,27268,43663
7673,US-VA-550,Virginia,Chesapeake,29905,225597
15075,US-VA-041,Virginia,Chesterfield,32572,320430
6777,US-VA-043,Virginia,Clarke,38748,14191
743,US-VA-570,Virginia,Colonial Heights,27610,17481
197,US-VA-580,Virginia,Covington,20160,5880
876,US-VA-045,Virginia,Craig,21498,5199
6161,US-VA-047,Virginia,Culpeper,27379,47330
1233,US-VA-049,Virginia,Cumberland,21540,9943
1135,US-VA-590,Virginia,Danville,19626,42996
1088,US-VA-051,Virginia,Dickenson,18215,15749
1245,US-VA-053,Virginia,Dinwiddie,23781,27977
232,US-VA-595,Virginia,Emporia,19710,5773
1057,US-VA-057,Virginia,Essex,21532,11180
114578,US-VA-059,Virginia,Fairfax,50532,1101071
6349,US-VA-600,Virginia,Fairfax City,44345,23027
525,US-VA-610,Virginia,Falls Church,59088,12731
20896,US-VA-061,Virginia,Fauquier,39600,66015
2530,US-VA-063,Virginia,Floyd,21816,15371
4342,US-VA-065,Virginia,Fluvanna,30881,25860
3847,US-VA-067,Virginia,Franklin,24557,56195
420,US-VA-620,Virginia,Franklin City,19588,8539
6264,US-VA-069,Virginia,Frederick,30112,79453
1835,US-VA-630,Virginia,Fredericksburg,27222,25931
106,US-VA-640,Virginia,Galax,21769,6977
2025,US-VA-071,Virginia,Giles,23485,17111
7632,US-VA-073,Virginia,Gloucester,28673,36868
1385,US-VA-075,Virginia,Goochland,45039,21565
2528,US-VA-077,Virginia,Grayson,20591,15377
2413,US-VA-079,Virginia,Greene,26998,18577
504,US-VA-081,Virginia,Greensville,16380,12078
5242,US-VA-083,Virginia,Halifax,20929,35938
6384,US-VA-650,Virginia,Hampton,25247,136957
3667,US-VA-085,Virginia,Hanover,33540,100328
3424,US-VA-660,Virginia,Harrisonburg,17080,49926
14265,US-VA-087,Virginia,Henrico,33115,311314
605,US-VA-089,Virginia,Henry,19852,53451
5257,US-VA-091,Virginia,Highland,26372,2276
627,US-VA-670,Virginia,Hopewell,20388,22429
2531,US-VA-093,Virginia,Isle of Wight,30903,35373
18500,US-VA-095,Virginia,James City,39133,68171
1114,US-VA-097,Virginia,King and Queen,23868,7020
4048,US-VA-099,Virginia,King George,34234,24151
2128,US-VA-101,Virginia,King William,26940,15959
2859,US-VA-103,Virginia,Lancaster,30737,11303
642,US-VA-105,Virginia,Lee,16664,25497
305,US-VA-678,Virginia,Lexington,14763,7026
22275,US-VA-107,Virginia,Loudoun,46565,326477
3753,US-VA-109,Virginia,Louisa,26956,33384
1246,US-VA-111,Virginia,Lunenburg,17630,12759
2067,US-VA-680,Virginia,Lynchburg,21440,76467
3786,US-VA-113,Virginia,Madison,27296,13249
2126,US-VA-683,Virginia,Manassas,28752,39317
119,US-VA-685,Virginia,Manassas Park,26944,15125
159,US-VA-690,Virginia,Martinsville,19900,13808
2154,US-VA-115,Virginia,Mathews,31342,8943
6118,US-VA-117,Virginia,Mecklenburg,20056,32274
1272,US-VA-119,Virginia,Middlesex,30531,10851
18061,US-VA-121,Virginia,Montgomery,23548,94910
3533,US-VA-125,Virginia,Nelson,26059,14940
2243,US-VA-127,Virginia,New Kent,32068,18791
6604,US-VA-700,Virginia,Newport News,25310,181025
11827,US-VA-710,Virginia,Norfolk,24659,244090
26863,US-VA-131,Virginia,Northampton,23473,12339
2004,US-VA-133,Virginia,Northumberland,28568,12334
92,US-VA-720,Virginia,Norton,22699,3998
1253,US-VA-135,Virginia,Nottoway,19337,15862
2223,US-VA-137,Virginia,Orange,27655,33934
3512,US-VA-139,Virginia,Page,22355,23975
1664,US-VA-141,Virginia,Patrick,18860,18445
388,US-VA-730,Virginia,Petersburg,18936,32326
2410,US-VA-143,Virginia,Pittsylvania,21583,63077
1198,US-VA-735,Virginia,Poquoson,38444,12117
3817,US-VA-740,Virginia,Portsmouth,23138,95901
4349,US-VA-145,Virginia,Powhatan,31252,28108
11642,US-VA-147,Virginia,Prince Edward,17208,23166
1914,US-VA-149,Virginia,Prince George,24434,36462
33451,US-VA-153,Virginia,Prince William,37401,416668
4757,US-VA-155,Virginia,Pulaski,23987,34768
12759,US-VA-750,Virginia,Radford,16181,16705
2098,US-VA-157,Virginia,Rappahannock,36505,7448
1500,US-VA-159,Virginia,Richmond,20875,9140
15543,US-VA-760,Virginia,Richmond City,27184,207878
7373,US-VA-161,Virginia,Roanoke,31728,92824
3996,US-VA-770,Virginia,Roanoke City,23295,97355
5340,US-VA-163,Virginia,Rockbridge,25638,22345
31439,US-VA-165,Virginia,Rockingham,27298,76885
831,US-VA-167,Virginia,Russell,19735,28646
1263,US-VA-775,Virginia,Salem,26661,24950
351,US-VA-169,Virginia,Scott,21485,22940
8495,US-VA-171,Virginia,Shenandoah,25134,42270
1048,US-VA-173,Virginia,Smyth,20837,31979
835,US-VA-175,Virginia,Southampton,22433,18444
2876,US-VA-177,Virginia,Spotsylvania,31360,124319
3734,US-VA-179,Virginia,Stafford,36574,131885
2704,US-VA-790,Virginia,Staunton,24753,23989
5228,US-VA-800,Virginia,Suffolk,29135,84842
2253,US-VA-181,Virginia,Surry,22600,6922
2298,US-VA-183,Virginia,Sussex,16546,12007
2257,US-VA-185,Virginia,Tazewell,21358,44664
46281,US-VA-810,Virginia,Virginia Beach,31934,442151
3864,US-VA-187,Virginia,Warren,28889,37836
1817,US-VA-191,Virginia,Washington,25109,54804
1711,US-VA-820,Virginia,Waynesboro,22872,21099
3073,US-VA-193,Virginia,Westmoreland,25245,17532
4475,US-VA-830,Virginia,Williamsburg,23127,14579
604,US-VA-840,Virginia,Winchester,26060,26587
1210,US-VA-195,Virginia,Wise,19107,41154
1905,US-VA-197,Virginia,Wythe,23219,29274
7684,US-VA-199,Virginia,York,36373,65762
6948,US-WA-001,Washington,Adams,16940,18802
3572,US-WA-003,Washington,Asotin,24659,21802
8429,US-WA-005,Washington,Benton,28583,178992
29807,US-WA-007,Washington,Chelan,25893,73047
52364,US-WA-009,Washington,Clallam,25865,71731
24140,US-WA-011,Washington,Clark,27681,432549
1858,US-WA-013,Washington,Columbia,23814,4027
8020,US-WA-015,Washington,Cowlitz,23557,102110
11124,US-WA-017,Washington,Douglas,22467,38807
3900,US-WA-019,Washington,Ferry,20052,7623
4586,US-WA-021,Washington,Franklin,19503,81835
1201,US-WA-023,Washington,Garfield,26954,2249
19223,US-WA-025,Washington,Grant,19738,90202
37605,US-WA-027,Washington,Grays Harbor,21828,72092
24320,US-WA-029,Washington,Island,30941,78806
25415,US-WA-031,Washington,Jefferson,28266,29882
203883,US-WA-033,Washington,King,39911,1974567
40540,US-WA-035,Washington,Kitsap,31769,252687
26553,US-WA-037,Washington,Kittitas,22796,41291
12990,US-WA-039,Washington,Klickitat,22229,20537
9834,US-WA-041,Washington,Lewis,22212,75419
8415,US-WA-043,Washington,Lincoln,25816,10481
9775,US-WA-045,Washington,Mason,23542,60647
21042,US-WA-047,Washington,Okanogan,20735,41143
14506,US-WA-049,Washington,Pacific,23888,20781
6107,US-WA-051,Washington,Pend Oreille,23167,12956
63403,US-WA-053,Washington,Pierce,28223,805434
25915,US-WA-055,Washington,San Juan,37719,15786
66693,US-WA-057,Washington,Skagit,27065,117641
5183,US-WA-059,Washington,Skamania,28449,11126
55982,US-WA-061,Washington,Snohomish,31349,724627
27306,US-WA-063,Washington,Spokane,25661,473832
10890,US-WA-065,Washington,Stevens,21986,43513
50704,US-WA-067,Washington,Thurston,29744,256080
4205,US-WA-069,Washington,Wahkiakum,22334,4006
20506,US-WA-071,Washington,Walla Walla,23809,59092
39427,US-WA-073,Washington,Whatcom,26530,203211
8435,US-WA-075,Washington,Whitman,21208,45512
36113,US-WA-077,Washington,Yakima,19433,244654
1276,US-WV-001,West Virginia,Barbour,17876,16655
4292,US-WV-003,West Virginia,Berkeley,26264,105812
117,US-WV-005,West Virginia,Boone,21627,24517
578,US-WV-007,West Virginia,Braxton,18635,14524
467,US-WV-009,West Virginia,Brooke,22815,23932
4482,US-WV-011,West Virginia,Cabell,23647,96604
108,US-WV-013,West Virginia,Calhoun,18053,7603
78,US-WV-015,West Virginia,Clay,16740,9352
253,US-WV-017,West Virginia,Doddridge,17334,8213
6692,US-WV-019,West Virginia,Fayette,18685,45889
280,US-WV-021,West Virginia,Gilmer,17870,8678
2723,US-WV-023,West Virginia,Grant,20193,11869
1660,US-WV-025,West Virginia,Greenbrier,21720,35588
1796,US-WV-027,West Virginia,Hampshire,17734,23746
472,US-WV-029,West Virginia,Hancock,23261,30517
4475,US-WV-031,West Virginia,Hardy,19032,13922
1138,US-WV-033,West Virginia,Harrison,23309,69078
517,US-WV-035,West Virginia,Jackson,22527,29229
15272,US-WV-037,West Virginia,Jefferson,29605,54131
12460,US-WV-039,West Virginia,Kanawha,28174,192311
1939,US-WV-041,West Virginia,Lewis,21175,16411
140,US-WV-043,West Virginia,Lincoln,18458,21660
261,US-WV-045,West Virginia,Logan,19901,36442
4735,US-WV-049,West Virginia,Marion,23229,56666
444,US-WV-051,West Virginia,Marshall,24329,32840
3841,US-WV-053,West Virginia,Mason,20622,27271
111,US-WV-047,West Virginia,McDowell,14093,21651
2340,US-WV-055,West Virginia,Mercer,20391,62261
1937,US-WV-057,West Virginia,Mineral,19788,28015
166,US-WV-059,West Virginia,Mingo,20609,26460
17416,US-WV-061,West Virginia,Monongalia,25846,98483
781,US-WV-063,West Virginia,Monroe,20294,13512
1325,US-WV-065,West Virginia,Morgan,22312,17502
1244,US-WV-067,West Virginia,Nicholas,23209,26168
1547,US-WV-069,West Virginia,Ohio,26135,44156
3015,US-WV-071,West Virginia,Pendleton,21253,7603
670,US-WV-073,West Virginia,Pleasants,21312,7602
5217,US-WV-075,West Virginia,Pocahontas,20373,8723
10572,US-WV-077,West Virginia,Preston,21457,33666
2526,US-WV-079,West Virginia,Putnam,27957,56033
2313,US-WV-081,West Virginia,Raleigh,21837,78993
5126,US-WV-083,West Virginia,Randolph,19595,29399
2945,US-WV-085,West Virginia,Ritchie,17843,10303
147,US-WV-087,West Virginia,Roane,17341,14807
3026,US-WV-089,West Virginia,Summers,17416,13795
1874,US-WV-091,West Virginia,Taylor,20848,16906
5917,US-WV-093,West Virginia,Tucker,21126,7061
137,US-WV-095,West Virginia,Tyler,20704,9120
408,US-WV-097,West Virginia,Upshur,19498,24371
1625,US-WV-099,West Virginia,Wayne,19497,42007
170,US-WV-101,West Virginia,Webster,17937,9073
1934,US-WV-103,West Virginia,Wetzel,21653,16435
39,US-WV-105,West Virginia,Wirt,21852,5796
3144,US-WV-107,West Virginia,Wood,24042,86779
174,US-WV-109,West Virginia,Wyoming,18377,23479
3861,US-WI-001,Wisconsin,Adams,22196,20741
13596,US-WI-003,Wisconsin,Ashland,21115,16068
4934,US-WI-005,Wisconsin,Barron,23337,45826
19233,US-WI-007,Wisconsin,Bayfield,25377,15071
24625,US-WI-009,Wisconsin,Brown,27787,250597
2587,US-WI-011,Wisconsin,Buffalo,24500,13466
10899,US-WI-013,Wisconsin,Burnett,22843,15449
6013,US-WI-015,Wisconsin,Calumet,28907,49288
10493,US-WI-017,Wisconsin,Chippewa,24628,62676
4459,US-WI-019,Wisconsin,Clark,20754,34630
17483,US-WI-021,Wisconsin,Columbia,28273,56647
5878,US-WI-023,Wisconsin,Crawford,22549,16578
130748,US-WI-025,Wisconsin,Dane,33712,496762
26496,US-WI-027,Wisconsin,Dodge,24573,88598
25673,US-WI-029,Wisconsin,Door,30657,27826
32506,US-WI-031,Wisconsin,Douglas,25129,43994
8745,US-WI-033,Wisconsin,Dunn,22499,43871
11029,US-WI-035,Wisconsin,Eau Claire,25287,99788
17287,US-WI-037,Wisconsin,Florence,22434,4477
13676,US-WI-039,Wisconsin,Fond du Lac,26368,101666
7444,US-WI-041,Wisconsin,Forest,20462,9255
15001,US-WI-043,Wisconsin,Grant,21705,51080
4461,US-WI-045,Wisconsin,Green,27060,36901
8252,US-WI-047,Wisconsin,Green Lake,25275,19042
15176,US-WI-049,Wisconsin,Iowa,26625,23709
3254,US-WI-051,Wisconsin,Iron,23324,5937
3710,US-WI-053,Wisconsin,Jackson,21849,20506
20122,US-WI-055,Wisconsin,Jefferson,25625,83985
6030,US-WI-057,Wisconsin,Juneau,23343,26673
9084,US-WI-059,Wisconsin,Kenosha,26514,166874
7131,US-WI-061,Wisconsin,Kewaunee,25282,20578
15912,US-WI-063,Wisconsin,La Crosse,26271,115420
3168,US-WI-065,Wisconsin,Lafayette,23483,16841
3450,US-WI-067,Wisconsin,Langlade,22974,19838
5171,US-WI-069,Wisconsin,Lincoln,24669,28650
30707,US-WI-071,Wisconsin,Manitowoc,25825,81098
19370,US-WI-073,Wisconsin,Marathon,27607,134497
19434,US-WI-075,Wisconsin,Marinette,23555,41632
3252,US-WI-077,Wisconsin,Marquette,23490,15308
707,US-WI-078,Wisconsin,Menominee,14710,4292
82357,US-WI-079,Wisconsin,Milwaukee,24295,950527
7792,US-WI-081,Wisconsin,Monroe,23456,44953
6209,US-WI-083,Wisconsin,Oconto,25941,37531
10330,US-WI-085,Wisconsin,Oneida,27041,35868
14258,US-WI-087,Wisconsin,Outagamie,28186,178013
33233,US-WI-089,Wisconsin,Ozaukee,42041,86708
1026,US-WI-091,Wisconsin,Pepin,24367,7417
3502,US-WI-093,Wisconsin,Pierce,27462,40870
14657,US-WI-095,Wisconsin,Polk,25751,43905
14798,US-WI-097,Wisconsin,Portage,24972,70136
3870,US-WI-099,Wisconsin,Price,23723,14025
24678,US-WI-101,Wisconsin,Racine,27141,195045
5814,US-WI-103,Wisconsin,Richland,22778,17911
16209,US-WI-105,Wisconsin,Rock,24094,160345
2863,US-WI-107,Wisconsin,Rusk,21004,14571
20108,US-WI-111,Wisconsin,Sauk,25988,62353
5531,US-WI-113,Wisconsin,Sawyer,23809,16542
4144,US-WI-115,Wisconsin,Shawano,23500,41776
16044,US-WI-117,Wisconsin,Sheboygan,26126,115235
8073,US-WI-109,Wisconsin,St. Croix,32220,84912
2263,US-WI-119,Wisconsin,Taylor,23032,20633
5132,US-WI-121,Wisconsin,Trempealeau,25017,29098
11641,US-WI-123,Wisconsin,Vernon,22680,30002
12668,US-WI-125,Wisconsin,Vilas,26252,21401
10445,US-WI-127,Wisconsin,Walworth,27130,102619
4412,US-WI-129,Wisconsin,Washburn,24850,15842
11192,US-WI-131,Wisconsin,Washington,32020,132186
31063,US-WI-133,Wisconsin,Waukesha,37577,391200
4598,US-WI-135,Wisconsin,Waupaca,25956,52300
3647,US-WI-137,Wisconsin,Waushara,22888,24483
16072,US-WI-139,Wisconsin,Winnebago,26955,167860
4294,US-WI-141,Wisconsin,Wood,25961,74469
15368,US-WY-001,Wyoming,Albany,24758,36745
1661,US-WY-003,Wyoming,Big Horn,25119,11741
1075,US-WY-005,Wyoming,Campbell,33850,46901
4123,US-WY-007,Wyoming,Carbon,25947,15809
2213,US-WY-009,Wyoming,Converse,30941,13937
2576,US-WY-011,Wyoming,Crook,28212,7110
14170,US-WY-013,Wyoming,Fremont,24037,40517
1238,US-WY-015,Wyoming,Goshen,23475,13458
837,US-WY-017,Wyoming,Hot Springs,26544,4825
2143,US-WY-019,Wyoming,Johnson,28072,8595
14948,US-WY-021,Wyoming,Laramie,28505,93073
1713,US-WY-023,Wyoming,Lincoln,25834,18100
5859,US-WY-025,Wyoming,Natrona,29877,77343
324,US-WY-027,Wyoming,Niobrara,26797,2495
19499,US-WY-029,Wyoming,Park,27824,28557
1410,US-WY-031,Wyoming,Platte,26335,8701
3609,US-WY-033,Wyoming,Sheridan,27948,29376
2225,US-WY-035,Wyoming,Sublette,35944,10178
4067,US-WY-037,Wyoming,Sweetwater,30517,44437
24639,US-WY-039,Wyoming,Teton,43444,21575
1815,US-WY-041,Wyoming,Uinta,25513,21040
2905,US-WY-043,Wyoming,Washakie,28308,8468
670,US-WY-045,Wyoming,Weston,28764,7153
